Prospect_ID,Lead_Origin,Lead_Source,Do_Not_Email,TotalVisits,Total_Time_Spent_on_Website,Page_Views_Per_Visit,Last_Activity,Specialization,How_did_you_hear_about_us,occupation,Newspaper,City,Activity_Score,Profile_Score,downloaded_brochure,Converted
6d143c0e-abae-425f-a2c0-52c2946cbd45,Landing Page Submission,Google,No,6,1315.0,6.0,Email Opened,Media and Advertising,Online Search,Unemployed,No,Mumbai,15,19,No,Yes
8247051c-f838-4a41-b39c-1f0b44c3d5e6,Landing Page Submission,Direct Traffic,No,5,182.0,5.0,Email Opened,Select,,Student,No,Mumbai,13,18,No,No
b3455e2e-8236-478a-b1aa-666ad3381722,API,Google,No,3,78.0,3.0,Unreachable,International Business,Select,Unemployed,No,Mumbai,16,18,No,Yes
da8c5ce5-52b5-4a4e-bf75-e533d2aca52c,Landing Page Submission,Direct Traffic,No,7,1174.0,3.5,Email Opened,Human Resource Management,Select,Unemployed,No,Mumbai,15,18,Yes,Yes
d2055a36-b268-43a0-beeb-9a715f6a660d,API,Google,No,3,88.0,1.5,Email Opened,Select,Select,Unemployed,No,Select,13,15,No,No
c7d82991-3477-40ca-a616-db2d09228a55,API,Referral Sites,No,4,223.0,2.0,Page Visited on Website,Select,Select,Unemployed,No,Select,15,13,No,No
5af0914a-fa65-48e1-b11e-b44849206dc3,API,Organic Search,No,3,74.0,1.5,Email Opened,Unknown,Unknown,Unknown,No,Unknown,12,15,No,No
bc19e116-132c-4e00-a3fa-caa1ddda2f4e,Landing Page Submission,Organic Search,No,4,16.0,2.0,Page Visited on Website,E-COMMERCE,Select,Unemployed,No,Mumbai,15,17,Yes,Yes
30422ea1-36fe-465e-9e68-41ee190fefb3,API,Referral Sites,No,3,98.0,3.0,Email Opened,Human Resource Management,Select,Unemployed,No,Thane & Outskirts,14,15,No,Yes
a8ecfc52-9988-498a-9a21-df747891b847,Landing Page Submission,Google,No,4,1622.0,4.0,Unreachable,Operations Management,Word Of Mouth,Unemployed,No,Mumbai,12,18,No,No
e60a54bc-0816-430e-a99a-019a8b5a27e5,Landing Page Submission,Google,No,5,563.0,5.0,Email Opened,Finance Management,Student of SomeSchool,Working Professional,No,Mumbai,13,20,No,Yes
e50b7515-b5a5-4691-a450-5e28ba99b472,API,Google,No,2,310.0,2.0,Email Link Clicked,Select,Select,Unemployed,No,Select,14,15,No,No
d6686032-c65e-4495-a0f4-ba7471209356,Landing Page Submission,Google,No,4,25.0,4.0,Email Opened,Operations Management,Email,Unemployed,No,Other Cities of Maharashtra,14,19,No,Yes
daebea93-20bd-48be-b89b-85c7711ca0d7,API,Direct Traffic,No,3,342.0,3.0,Email Opened,Select,Select,Unemployed,No,Select,14,15,No,No
3ec75559-60f8-46f0-9198-bd3d05c464aa,Landing Page Submission,Organic Search,Yes,7,38.0,7.0,Unsubscribed,Retail Management,Word Of Mouth,Unemployed,No,Mumbai,13,18,Yes,No
d262e52a-b8e1-4164-b869-bb199ddf75a9,API,Google,No,5,199.0,5.0,Email Opened,Select,Select,Unemployed,No,Select,14,15,No,No
abc432ac-7393-4312-b49f-c43702397416,Landing Page Submission,Google,No,5,222.0,5.0,Email Opened,Finance Management,Online Search,Unknown,No,Mumbai,13,18,No,No
85195b85-b384-4745-8e50-719566f70f52,Landing Page Submission,Direct Traffic,No,6,275.0,3.0,Email Opened,Operations Management,Select,Unemployed,No,Mumbai,10,18,Yes,No
fd31b6df-f961-43ba-8e81-618ce5aabfe5,Landing Page Submission,Google,No,4,287.0,2.0,Email Opened,Marketing Management,Other,Unemployed,No,Mumbai,13,18,No,No
18633077-5162-4cc6-8728-bc25f7a32fd1,Landing Page Submission,Direct Traffic,No,2,547.0,2.0,Email Opened,Finance Management,Select,Unemployed,No,Mumbai,15,20,Yes,No
3f04fd93-2884-45f6-a4fc-f3b6f234554b,API,Olark Chat,No,0,0.0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,No,Unknown,17,15,No,No
86681269-67b1-4909-90c0-216136535815,API,Google,No,6,1225.0,6.0,Page Visited on Website,Supply Chain Management,Select,Unemployed,No,Thane & Outskirts,12,15,No,No
319325b3-50b3-45d0-b730-c9df0b30b9ea,API,Olark Chat,No,0,0.0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,No,Unknown,17,15,No,No
2def8175-7a88-405a-a932-669cacf60230,API,Olark Chat,No,0,0.0,0.0,Email Opened,Select,Select,Unemployed,No,Thane & Outskirts,15,16,No,Yes
1f13cede-ebf7-4e65-84ee-7d76e86a9094,Landing Page Submission,Google,No,5,160.0,5.0,Email Opened,Business Administration,Online Search,Unemployed,No,Mumbai,17,18,No,No
8597dacd-0b33-4b4f-ad9e-a9df020afd48,Landing Page Submission,Organic Search,No,6,394.0,2.0,Unreachable,E-COMMERCE,Select,Unemployed,No,Mumbai,13,15,Yes,No
833153b1-e44b-4260-a4cc-5ef310cc548c,API,Google,No,6,286.0,1.5,Olark Chat Conversation,Unknown,Unknown,Unknown,No,Unknown,16,15,No,No
b9984279-2d76-41e0-a5f3-e14d6ff68f20,API,Organic Search,No,7,96.0,2.33,Email Opened,Unknown,Unknown,Unknown,No,Unknown,13,15,No,No
165a8ed0-7155-4b32-bb21-b356c51e0412,API,Organic Search,No,2,12.0,2.0,Email Opened,Select,Select,Unemployed,No,Select,15,15,No,No
59e722da-edff-43d9-af61-f5c8bcc986c4,Landing Page Submission,Referral Sites,No,13,436.0,13.0,Form Submitted on Website,IT Projects Management,Online Search,Unemployed,No,Other Metro Cities,15,13,No,Yes
171defdc-6c7b-4486-9a3b-527de447d2d5,API,Referral Sites,No,8,903.0,8.0,Page Visited on Website,Finance Management,Select,Unemployed,No,Other Cities of Maharashtra,16,15,No,Yes
d93bfdc0-4719-4f0a-ad6b-31070823dfbb,Landing Page Submission,Organic Search,No,17,409.0,8.5,Email Opened,Human Resource Management,Select,Unemployed,No,Mumbai,14,18,Yes,No
d22bfe40-a444-4e97-b6b7-ccf40117710b,Landing Page Submission,Referral Sites,No,11,685.0,5.5,Email Opened,Services Excellence,Select,Unemployed,No,Thane & Outskirts,11,13,Yes,No
b90b70b9-5e60-41a5-87da-5eb753fc3391,API,Google,No,4,213.0,4.0,Form Submitted on Website,International Business,Multiple Sources,Unemployed,No,Mumbai,13,16,No,No
aa613715-ff22-429d-9fbb-92da56b827aa,API,Olark Chat,No,0,0.0,0.0,Email Opened,Select,Select,Unemployed,No,Select,14,15,No,No
0327a12a-51cb-4782-a029-cc824e614833,API,Organic Search,No,7,1468.0,3.5,Page Visited on Website,Marketing Management,Select,Unemployed,No,Mumbai,15,18,No,Yes
dba70a60-f322-4372-b7d5-3d24026a4750,API,Olark Chat,No,0,0.0,0.0,Email Link Clicked,Unknown,Unknown,Unknown,No,Unknown,15,15,No,No
3ee81e25-e280-428d-94a8-af0178917bf5,Landing Page Submission,Direct Traffic,No,4,1435.0,4.0,Email Opened,Operations Management,Select,Working Professional,No,Other Cities,12,18,Yes,Yes
a66b2a39-2f12-4eb4-b6e3-065d88ccf980,Landing Page Submission,Google,No,1,157.0,1.0,Converted to Lead,Hospitality Management,Word Of Mouth,Unemployed,No,Other Cities of Maharashtra,15,14,No,Yes
ee859f2e-a35f-4d2e-980e-8163da8ca667,API,Google,No,3,885.0,1.5,Had a Phone Conversation,Operations Management,Select,Unemployed,No,Mumbai,15,18,No,Yes
34571884-9e2f-404c-bc30-d5e09309b06a,API,Olark Chat,No,0,0.0,0.0,Email Opened,Select,Select,Unemployed,No,Other Cities of Maharashtra,15,16,No,Yes
002233e4-c3d5-4a78-b64e-fa9b7fdef393,API,Olark Chat,No,0,0.0,0.0,View in browser link Clicked,Finance Management,Select,Unemployed,No,Select,12,14,No,No
991c2560-128d-4222-a4c6-5aa393c4fafa,API,Olark Chat,No,0,0.0,0.0,Olark Chat Conversation,Select,Select,Unemployed,No,Select,15,15,No,No
671f2615-8210-4792-abdd-a1588060cd27,Landing Page Submission,Direct Traffic,No,1,1710.0,1.0,Converted to Lead,Retail Management,Select,Unemployed,No,Thane & Outskirts,16,19,Yes,No
ac430bc0-d235-4f54-9c2b-3d1b7e52849e,Landing Page Submission,Direct Traffic,No,4,219.0,4.0,Email Opened,Business Administration,Word Of Mouth,Unemployed,No,Mumbai,13,18,No,No
fe6dff62-8217-428b-876a-ec931f251f63,Landing Page Submission,Referral Sites,Yes,3,111.0,3.0,Email Bounced,International Business,Select,Unemployed,No,Other Metro Cities,13,15,Yes,No
f8497fef-9593-4bb7-898c-9f736a3b67f8,API,Organic Search,No,6,224.0,6.0,Page Visited on Website,Select,Select,Unemployed,No,Select,14,15,No,No
2cd9ea36-23d7-49c3-b255-a9361a4fa81b,Landing Page Submission,Direct Traffic,No,5,224.0,1.67,Page Visited on Website,Operations Management,Unknown,Unknown,No,Other Cities of Maharashtra,13,17,Yes,No
0a943ad9-f3d5-46d7-aca0-3fdab53da0e7,Landing Page Submission,Direct Traffic,No,2,1071.0,2.0,Email Opened,Marketing Management,Select,Unemployed,No,Other Cities of Maharashtra,12,17,Yes,Yes
a739f33a-7d4d-4c4e-9c9c-3c30e1f48940,Landing Page Submission,Google,No,6,595.0,3.0,Email Opened,"Banking, Investment And Insurance",Word Of Mouth,Working Professional,No,Mumbai,14,20,No,Yes
895d4905-f534-4f18-915b-8d239a72b5dc,Lead Add Form,Welingak Website,No,0,1096.0,0.0,Unknown,Select,Select,Unemployed,No,Select,14,15,No,Yes
1f9032cd-77f4-453c-b84b-edd1aea26b70,API,Referral Sites,No,4,520.0,4.0,Email Opened,Operations Management,Student of SomeSchool,Unemployed,No,Mumbai,10,15,No,No
3a0ce10f-d2c1-4213-a2bc-4f97bcd29699,Lead Add Form,Reference,No,0,705.0,0.0,Unknown,Hospitality Management,Select,Working Professional,No,Thane & Outskirts,14,16,No,Yes
d4d4ee0a-fea2-4680-b2ea-b24de9fcf0be,API,Google,No,2,393.0,2.0,Email Opened,Select,Select,Unemployed,No,Select,14,14,No,No
277ad6a6-4565-4a18-a1ff-e46e03f22663,Lead Add Form,Welingak Website,No,0,346.0,0.0,Unknown,Select,Select,Unemployed,No,Select,14,15,No,Yes
a9b219c8-a9c2-4d13-9a4d-46cfe4f70eeb,API,Olark Chat,No,0,0.0,0.0,Email Link Clicked,Operations Management,Select,Working Professional,No,Select,15,16,No,Yes
09526992-b1fb-4763-8cca-355bc5dac5e3,API,Olark Chat,No,0,0.0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,No,Unknown,17,15,No,No
ecbf9b02-90a1-4b16-b330-6d958dcfcdb2,Landing Page Submission,Google,No,3,1136.0,3.0,Page Visited on Website,IT Projects Management,Other,Unemployed,No,Mumbai,16,15,No,Yes
0ab2ba94-a0f8-4f6b-adb9-6dd94d301b6e,API,Referral Sites,No,3,335.0,3.0,Email Opened,Select,Select,Unemployed,No,Select,14,13,No,No
523131a0-5e9d-4f8e-9ca7-ea9e964e5788,API,Referral Sites,No,4,75.0,4.0,Email Opened,Select,Select,Unemployed,No,Select,14,13,No,No
0fc49a08-63d2-4fef-98c1-244bfd6d12a9,Landing Page Submission,Direct Traffic,No,6,97.0,3.0,Email Opened,Supply Chain Management,Unknown,Unknown,No,Mumbai,15,18,Yes,No
68f496c2-0073-470f-9c3c-7fb48f060ce5,Lead Add Form,Reference,No,0,1007.0,0.0,Unknown,Human Resource Management,Select,Unemployed,No,Mumbai,14,20,No,Yes
db6bd360-ffc9-453d-b109-b4f0cfa6749c,Landing Page Submission,Organic Search,No,2,1085.0,2.0,Converted to Lead,Rural and Agribusiness,Select,Unemployed,No,Other Cities of Maharashtra,13,14,Yes,No
3f42389c-2201-4890-ae77-4958ae8982ad,API,Organic Search,No,3,214.0,3.0,Page Visited on Website,Select,Select,Unemployed,No,Select,15,15,No,No
e126d601-facc-4e75-b0fa-eea89ecfdea9,API,Olark Chat,No,6,1158.0,1.5,Email Opened,Business Administration,Select,Unemployed,No,Other Cities,15,14,Yes,Yes
72064169-4b55-4279-a9b9-340872379f12,Landing Page Submission,Google,No,4,101.0,4.0,Email Opened,Finance Management,Other,Unknown,No,Mumbai,15,18,No,No
40e72a2f-b7bb-4a10-9c2c-45d9bedb0dde,Landing Page Submission,Google,No,9,838.0,4.5,Email Opened,Healthcare Management,Word Of Mouth,Unknown,No,Mumbai,13,15,No,No
076801dc-eba3-4c64-b165-dda70397aa19,Landing Page Submission,Direct Traffic,No,3,536.0,3.0,Unreachable,Finance Management,Select,Unemployed,No,Mumbai,9,18,Yes,No
62b4ee1c-1071-42bb-b50d-16412c2acce2,Landing Page Submission,Direct Traffic,No,4,161.0,2.0,Unreachable,Marketing Management,Select,Unemployed,No,Select,12,17,No,No
7f0c404f-3b2d-4d0e-b5e6-cc5bb0bab65d,Landing Page Submission,Google,No,2,511.0,2.0,Form Submitted on Website,Healthcare Management,Student of SomeSchool,Unemployed,No,Mumbai,9,15,No,No
477c8243-bd09-48f5-a170-a5aa9001ab12,API,Olark Chat,No,0,0.0,0.0,Olark Chat Conversation,Select,Select,Unemployed,No,Select,15,15,No,No
bc35eede-4208-461c-827e-11108a378df7,API,Google,No,5,1110.0,5.0,Olark Chat Conversation,Human Resource Management,Select,Working Professional,No,Select,16,16,No,Yes
35d515d8-e851-4629-803e-492c6b576bd6,Landing Page Submission,Direct Traffic,No,5,1563.0,5.0,Email Opened,Finance Management,Select,Unemployed,No,Mumbai,15,20,Yes,Yes
a3f6393c-fcdf-4cb4-8d29-6da3d62ae88f,API,Referral Sites,No,7,1633.0,3.5,Converted to Lead,Select,Select,Unemployed,No,Select,14,13,No,No
5838c43b-1dad-45ec-b46a-02db261d44b6,API,Olark Chat,No,0,0.0,0.0,Email Opened,Select,Select,Unemployed,No,Select,15,15,No,Yes
d103d8be-52e8-41aa-850a-6651f10641c6,Landing Page Submission,Google,No,12,809.0,4.0,Unreachable,Finance Management,Online Search,Unknown,No,Mumbai,13,18,No,No
95f1c454-9f9a-40ef-b521-6fc791f103fb,Landing Page Submission,Direct Traffic,No,2,638.0,2.0,Page Visited on Website,Healthcare Management,Select,Unemployed,No,Mumbai,14,15,Yes,No
e8950460-899c-434f-9a69-3b01e3e4b94c,API,Google,No,5,1196.0,5.0,Page Visited on Website,Select,Select,Unemployed,No,Select,15,15,No,Yes
cf98ed96-ea4f-49cd-985e-028b7916a564,Landing Page Submission,Organic Search,No,6,1485.0,6.0,Email Opened,Supply Chain Management,Select,Unemployed,No,Other Cities,14,16,Yes,No
1c4f389a-53d9-4c8a-b4f7-7954b4053ebd,API,Google,No,9,125.0,3.0,Page Visited on Website,Unknown,Unknown,Unknown,No,Unknown,14,15,No,No
1cf3a8ad-24b9-4420-a87e-8fd1640174b6,API,Google,No,3,165.0,3.0,Olark Chat Conversation,Select,Select,Unemployed,No,Select,15,15,No,Yes
d5aa5934-4930-464e-8c9d-f7b2ea2cd3a3,Landing Page Submission,Google,No,6,398.0,3.0,Olark Chat Conversation,E-COMMERCE,Student of SomeSchool,Unknown,No,Mumbai,15,15,Yes,No
1b4da2e7-9a43-4f75-b5ad-ff0ec1edbf17,API,Organic Search,No,3,570.0,3.0,Converted to Lead,Unknown,Unknown,Unknown,No,Unknown,13,15,No,No
2b742281-ef6f-49ad-8a44-b3a21c60b945,Landing Page Submission,Organic Search,No,6,895.0,6.0,Email Opened,Operations Management,Select,Unemployed,No,Other Cities of Maharashtra,14,18,Yes,Yes
67bc9f1f-53c0-49be-96f9-1d549f0a8717,Landing Page Submission,Google,No,4,1190.0,4.0,Email Opened,Human Resource Management,Multiple Sources,Unemployed,No,Mumbai,13,18,No,Yes
46c2bad4-ea26-4507-9378-c488e0c1dd11,Lead Add Form,Reference,No,0,0.0,0.0,Email Link Clicked,Business Administration,Select,Working Professional,No,Select,14,19,No,Yes
25b8e642-c1f1-4e49-8557-71d2c78adada,API,Direct Traffic,No,5,1566.0,5.0,Converted to Lead,Select,Select,Unemployed,No,Select,11,15,No,No
1de92462-5b3f-401e-b84f-935bb92898f9,API,Google,No,5,727.0,5.0,Email Opened,Select,Select,Unemployed,No,Thane & Outskirts,14,15,No,Yes
cb28ce2a-61b5-4a41-aa99-b593c7d2ed81,Landing Page Submission,Google,No,8,652.0,4.0,Unreachable,Hospitality Management,Other,Unemployed,No,Mumbai,13,15,No,No
bb74420f-81a3-40de-8d5c-fa5899b7daba,API,Organic Search,No,4,1248.0,1.33,Email Opened,Unknown,Unknown,Unknown,No,Unknown,13,15,No,No
eecf3981-028f-4a83-9801-afa36545a53c,API,Google,No,2,767.0,2.0,Email Opened,Select,Select,Unemployed,No,Select,15,14,No,No
cad6cccb-88a4-49bf-b4a0-9ec37e8a176c,API,Referral Sites,No,10,275.0,3.33,Page Visited on Website,Select,Select,Unemployed,No,Select,15,13,No,No
5f3d729d-de5a-4056-843e-42d23c973b65,API,Organic Search,No,3,273.0,3.0,Converted to Lead,Select,Select,Unemployed,No,Select,14,15,No,No
144807db-2895-4002-b52e-3eda79c22395,Lead Add Form,Reference,No,0,1111.0,0.0,Unknown,Marketing Management,Select,Working Professional,No,Other Cities,14,18,No,Yes
1eb0358a-62e8-4fcb-bd7a-1d8189ebfa21,Landing Page Submission,Google,No,8,277.0,4.0,Email Opened,Finance Management,Online Search,Unknown,No,Mumbai,14,18,No,No
d78841e2-ac17-4986-aaab-ad2796c2a4e6,API,Organic Search,No,3,1207.0,1.5,Olark Chat Conversation,Select,Select,Unemployed,No,Select,16,15,No,Yes
1b1e6ec3-1f21-41e0-a3e9-3ee3aa2b6415,API,Google,No,2,39.0,1.0,Converted to Lead,Unknown,Unknown,Unknown,No,Unknown,16,15,No,No
80182a5a-1a04-49db-acc7-0a3bbea6b88b,Landing Page Submission,Google,No,4,1638.0,4.0,Email Opened,Finance Management,Select,Unemployed,No,Mumbai,12,18,Yes,No
46921843-bfc8-443d-96f8-18495891aef6,API,Referral Sites,No,16,53.0,16.0,Olark Chat Conversation,Unknown,Unknown,Unknown,No,Unknown,15,13,No,No
b2c0f21b-97b3-4d4e-ad9c-9af95f2654f3,Landing Page Submission,Direct Traffic,No,1,127.0,1.0,Converted to Lead,Finance Management,Select,Unemployed,No,Mumbai,16,18,Yes,No
c311a2fd-e180-411d-8eb6-b80f6a8c7c05,Landing Page Submission,Organic Search,Yes,5,100.0,5.0,Page Visited on Website,Supply Chain Management,Select,Unemployed,No,Mumbai,15,18,Yes,No
be27249b-9677-4397-8158-f795d95fbfd8,Landing Page Submission,Google,Yes,4,323.0,4.0,Unsubscribed,International Business,Multiple Sources,Unknown,No,Mumbai,13,18,No,No
2b25a3e9-72a7-43e5-8c54-7e8405cc0ed3,API,Google,No,2,160.0,1.0,Olark Chat Conversation,Select,Select,Unemployed,No,Select,16,15,No,Yes
68171565-0979-44e9-ac27-992bcca38aa8,Lead Add Form,Reference,No,0,0.0,0.0,Email Opened,Marketing Management,Select,Businessman,No,Select,15,19,No,Yes
adc01aa8-ee1b-4fc2-9cc7-bf29117241b0,API,Google,No,1,263.0,1.0,Converted to Lead,Select,Select,Unemployed,No,Select,14,14,No,No
01502bf8-d062-4a90-9119-15597dc4a950,API,Google,No,2,1218.0,2.0,Olark Chat Conversation,Select,Select,Unemployed,No,Select,11,15,No,No
63ebde80-a465-4cdc-ab5a-5e880a7138b0,Lead Add Form,Reference,No,0,986.0,0.0,Unknown,Marketing Management,Select,Working Professional,No,Select,14,19,No,Yes
0298b9a5-fedb-408b-a284-2d357583600f,Lead Add Form,Welingak Website,No,0,889.0,0.0,Unknown,Select,Select,Unemployed,No,Select,14,15,No,Yes
73413bd6-e089-4b8f-9359-ad5825101790,Landing Page Submission,Google,No,5,1091.0,5.0,Unreachable,Finance Management,Online Search,Unemployed,No,Mumbai,13,20,No,Yes
42976847-bdd7-4472-8c0a-5d4489fd20fb,Landing Page Submission,Direct Traffic,No,4,291.0,4.0,Olark Chat Conversation,Supply Chain Management,Unknown,Unknown,No,Other Cities,14,16,Yes,No
d76f5ba7-b432-43b5-8dda-aad9fded162e,Lead Add Form,Reference,No,0,0.0,0.0,Email Opened,Hospitality Management,Select,Unemployed,No,Thane & Outskirts,15,16,No,Yes
cd4c2dd2-0bf1-475a-a0ed-09ffd030dcb7,API,Google,Yes,1,1759.0,1.0,Olark Chat Conversation,Select,Select,Unemployed,No,Select,16,15,No,No
8bfdab74-6fe6-4288-8baa-a4223216ec5b,Landing Page Submission,Referral Sites,No,7,41.0,3.5,Email Opened,Services Excellence,Unknown,Unknown,No,Mumbai,14,14,Yes,No
6998487c-062f-4844-967b-4a632b6878d3,Landing Page Submission,Google,No,5,386.0,5.0,Email Opened,Business Administration,Online Search,Unemployed,No,Thane & Outskirts,14,17,No,No
a56dc332-499f-4145-ae65-79d9ca8a5fd9,API,Referral Sites,No,6,216.0,2.0,Page Visited on Website,Unknown,Unknown,Unknown,No,Unknown,14,13,No,No
4cc6f35b-bba3-4e7a-90fa-a2a1764a10bb,Landing Page Submission,Google,No,5,1603.0,5.0,Email Opened,Operations Management,Online Search,Unemployed,No,Mumbai,14,20,No,Yes
2b5fb07b-5930-4e1f-a1f6-21f8a333ee2c,Landing Page Submission,Others,No,7,106.0,3.5,Page Visited on Website,Select,Multiple Sources,Unknown,No,Other Cities,14,13,No,No
2bfbd79b-c942-4c0f-bed9-704ccf4f4c8e,API,Google,No,2,73.0,2.0,Unreachable,Select,Select,Unemployed,No,Select,12,15,No,No
81d95e57-ace1-4cd5-be03-282bc72ffd1e,API,Google,No,2,77.0,2.0,Converted to Lead,Select,Select,Unemployed,No,Select,13,15,No,No
d23140e8-765b-4a84-9719-35574580cd57,Landing Page Submission,Direct Traffic,No,3,718.0,3.0,Unreachable,Hospitality Management,Unknown,Unknown,No,Thane & Outskirts,13,14,Yes,No
b12f165c-f720-46d7-afbc-5ac794cec646,Landing Page Submission,Google,No,5,432.0,1.67,Olark Chat Conversation,Marketing Management,Word Of Mouth,Unknown,No,Mumbai,14,18,No,No
08424302-ffe0-4c2d-be4f-d099f75a3eb5,Landing Page Submission,Google,No,5,232.0,2.5,Email Opened,Human Resource Management,Online Search,Unemployed,No,Other Cities,13,16,No,No
1c104d9a-49f9-4daf-a133-15c73efedbd3,Landing Page Submission,Direct Traffic,No,2,702.0,2.0,Email Opened,Hospitality Management,Select,Unemployed,No,Other Cities,14,13,Yes,No
2e314eed-ab56-4594-b12f-2402b355eca6,Landing Page Submission,Organic Search,No,5,614.0,5.0,Unreachable,Finance Management,Select,Unemployed,No,Thane & Outskirts,15,19,Yes,Yes
